source,target,weight
525,61,1.075268817
526,63,1.020408163
527,61,1.075268817
528,63,0.987491771
529,61,1.075268817
530,63,0.989486704
531,61,1.075268817
511,62,0.969618617
532,61,1.075268817
511,63,0.990396158
513,61,1.075268817
515,63,0.994897959
517,62,0.974025974
519,61,1.075268817
533,62,1.063452676
534,61,1.040582726
535,60,1.127819549
533,63,1.020408163
536,61,1.041666667
537,60,1.102418208
534,63,1.020408163
536,62,1.06456044
538,60,1.133040936
535,63,1.020408163
537,62,1.03950104
538,61,1.045400239
539,61,1.075268817
540,33,1.935483871
541,32,2.038043478
539,63,1.020408163
542,33,1.935483871
543,32,1.976284585
544,61,1.075268817
545,33,1.882352941
546,32,1.98757764
544,63,0.988520408
547,33,1.878787879
548,32,1.925465839
500,61,1.075268817
512,33,1.888888889
521,32,1.945080092
500,62,0.969618617
549,33,1.875
550,32,1.863354037
500,63,0.990396158
514,33,1.885714286
551,32,1.887871854
504,62,0.971121901
507,61,1.075268817
516,33,1.853658537
522,32,1.921132457
504,63,0.996677741
510,61,1.075268817
518,33,1.866666667
523,32,1.942645698
507,63,0.993555317
510,62,0.96807954
520,33,1.85
552,32,1.87057634
540,63,1.020408163
542,61,1.075268817
553,63,1.020408163
554,61,1.075268817
555,63,0.987491771
556,61,1.075268817
545,62,0.969618617
557,61,1.075268817
545,63,0.990396158
547,61,1.075268817
512,62,0.976800977
549,61,1.075268817
512,63,0.992063492
514,61,1.075268817
549,63,0.988520408
514,62,0.973312402
516,63,0.995520159
518,62,0.976800977
520,61,1.075268817
558,63,0.991253644
559,62,1.037851038
560,61,1.044546851
561,63,1.020408163
562,62,1.069201069
563,61,1.046207498
564,63,1.020408163
565,62,1.098901099
566,61,0.992555831
567,63,1.020408163
568,62,1.063452676
569,63,1.020408163
570,62,1.098901099
571,63,1.020408163
572,62,1.068376068
573,61,0.964984836
574,57,1.402080507
575,52,1.48467433
576,49,1.405895692
577,39,1.735722284
574,61,1.075268817
578,52,1.497277677
579,49,1.343101343
580,39,1.755319149
574,63,1.020408163
581,52,1.458885942
582,49,1.30952381
583,39,1.755319149
584,57,1.360842845
575,53,1.435185185
585,49,1.405895692
584,61,1.043643264
578,53,1.447368421
586,49,1.378446115
584,62,0.969618617
587,53,1.470588235
588,49,1.322751323
584,63,1.020408163
581,53,1.452991453
589,49,1.349206349
575,60,1.096491228
590,57,1.399253731
591,49,1.400560224
575,61,1.045400239
578,57,1.37470542
592,49,1.388888889
575,62,0.946275946
587,57,1.360842845
593,49,1.366843034
575,63,1.020408163
581,57,1.377726751
594,49,1.393728223
590,61,1.041666667
578,60,1.073407202
595,49,1.366843034
590,63,1.020408163
581,60,1.079622132
596,49,1.336675021
578,62,0.954308849
587,61,1.043643264
597,49,1.30952381
578,63,1.020408163
581,61,1.047697822
